vehicle_ms,server_ms,ta_ms,total_ms,server::derive_service_key,server::establish_internal_channel,server::establish_internal_channel_with_ecs,server::issue_service_challenge,server::prepare_aas_and_token,server::process_task,server::verify_access_request,server::verify_offload_packet,ta::issue_registration_shares,vehicle::build_offload_packet,vehicle::derive_service_key,vehicle::generate_access_request,vehicle::request_registration,vehicle::respond_service_challenge,trial,task_type,task_size
0.32239999999994495,201.29389999999958,0.17179999999994422,201.78809999999945,0.0035000000000451337,0.0054999999998806,0.005899999999892103,0.005000000000032756,0.1926999999999346,200.7439999999998,0.33519999999986894,0.002100000000115898,0.17179999999994422,0.007999999999785956,0.005799999999833716,0.16230000000017064,0.1445000000002139,0.001799999999940738,0,VIDEO_ANALYSIS,64
0.3060000000001395,201.2618999999998,0.1849999999998797,201.75289999999984,0.0035000000000451337,0.005899999999892103,0.005599999999938987,0.004799999999915983,0.1870999999999956,200.72650000000004,0.32640000000006,0.0020999999998938534,0.1849999999998797,0.007300000000043383,0.005900000000114147,0.15619999999993972,0.13430000000003162,0.002300000000010627,1,VIDEO_ANALYSIS,64
0.3071000000001156,199.64749999999998,0.17249999999990884,200.12709999999998,0.003599999999881476,0.006399999999961992,0.006400000000184036,0.006100000000008876,0.19220000000008675,199.09319999999985,0.3374000000000432,0.00219999999995224,0.17249999999990884,0.007900000000171659,0.005999999999950489,0.15830000000005562,0.1330999999999971,0.001799999999940738,2,VIDEO_ANALYSIS,64
0.3145000000002174,196.45349999999985,0.16959999999999198,196.93760000000006,0.0042000000000097515,0.004899999999974369,0.006500000000020378,0.0047000000000796405,0.18530000000005487,195.91519999999974,0.33050000000001134,0.00219999999995224,0.16959999999999198,0.008600000000136276,0.0063000000001256495,0.16119999999997248,0.13609999999997235,0.002300000000010627,3,VIDEO_ANALYSIS,64
0.30330000000011736,199.59009999999955,0.16450000000034493,200.05790000000002,0.0035000000000451337,0.005999999999950489,0.006399999999739947,0.004600000000021254,0.1800999999996833,199.05740000000006,0.3295999999997079,0.002500000000349445,0.16450000000034493,0.007800000000113272,0.006400000000184036,0.15700000000018477,0.12959999999972993,0.0024999999999053557,4,VIDEO_ANALYSIS,64
0.3077999999994141,201.4456000000009,0.1702000000003423,201.92360000000065,0.0035000000000451337,0.005799999999833716,0.007400000000323814,0.005100000000091143,0.19400000000002748,200.89350000000027,0.3334999999999866,0.0028000000003025605,0.1702000000003423,0.0076999999998328406,0.005899999999670058,0.15950000000009013,0.1324000000000325,0.0022999999997885823,5,VIDEO_ANALYSIS,64
0.31170000000013687,200.0443999999999,0.17820000000012826,200.53430000000017,0.0037999999999982492,0.005999999999950489,0.006399999999739947,0.005100000000091143,0.1820000000001265,199.51240000000016,0.3264999999998963,0.00219999999995224,0.17820000000012826,0.008500000000299934,0.005900000000114147,0.1596999999997628,0.13569999999996085,0.0018999999999991246,6,VIDEO_ANALYSIS,64
0.3115000000000201,199.6998999999997,0.17660000000008225,200.18799999999982,0.003599999999881476,0.005400000000044258,0.005999999999950489,0.005000000000254801,0.1921999999998647,199.15499999999975,0.3305999999998477,0.002100000000115898,0.17660000000008225,0.009300000000322939,0.006299999999903605,0.1585999999997867,0.13569999999996085,0.001600000000046009,7,VIDEO_ANALYSIS,64
0.30330000000011736,200.03349999999952,0.1693999999998752,200.50619999999952,0.003699999999717818,0.0065999999998567205,0.006700000000137152,0.004899999999974369,0.1829999999998222,199.49970000000005,0.32679999999984943,0.002100000000115898,0.1693999999998752,0.007200000000207041,0.005699999999997374,0.15639999999983445,0.1316000000000095,0.0024000000000690136,8,VIDEO_ANALYSIS,64
0.3142000000000422,200.06430000000017,0.16740000000003974,200.54590000000024,0.0037999999999982492,0.0060999999997868315,0.006299999999903605,0.004700000000301685,0.1866999999999841,199.52389999999997,0.330400000000175,0.0024000000000690136,0.16740000000003974,0.007899999999949614,0.005999999999950489,0.16780000000027329,0.13069999999970605,0.0018000000001627825,9,VIDEO_ANALYSIS,64
0.3544999999998133,198.85129999999938,0.23399999999984544,199.43979999999902,0.003599999999881476,0.0050999999996470535,0.006799999999973494,0.004500000000184912,0.22669999999980206,198.27150000000015,0.3308999999998008,0.00219999999995224,0.23399999999984544,0.007899999999949614,0.006399999999739947,0.175200000000153,0.16330000000008837,0.0016999999998823512,10,VIDEO_ANALYSIS,64
0.30460000000021026,200.3583999999994,0.17139999999971067,200.83439999999933,0.003699999999717818,0.005900000000114147,0.006799999999973494,0.008999999999925734,0.19370000000007437,199.8078999999997,0.32919999999991845,0.00219999999995224,0.17139999999971067,0.008400000000019503,0.006900000000253925,0.1562999999999981,0.1313999999998927,0.001600000000046009,11,VIDEO_ANALYSIS,64
0.2961999999993026,201.49330000000054,0.16780000000027329,201.95730000000015,0.0035000000000451337,0.006300000000347694,0.006799999999973494,0.005400000000044258,0.18470000000014863,200.9525000000001,0.3318999999999406,0.00219999999995224,0.16780000000027329,0.007799999999669183,0.005799999999833716,0.1517999999998132,0.12910000000010413,0.0016999999998823512,12,VIDEO_ANALYSIS,64
0.3042000000004208,201.21009999999904,0.16840000000017952,201.68269999999967,0.003599999999881476,0.005600000000161032,0.006699999999693063,0.005199999999927485,0.20099999999967366,200.6395999999997,0.34519999999993445,0.003200000000092018,0.16840000000017952,0.008100000000066387,0.005600000000161032,0.15650000000011488,0.13130000000005637,0.002700000000022129,13,VIDEO_ANALYSIS,64
0.3149000000002289,199.08789999999942,0.18319999999949488,199.58599999999913,0.004000000000559112,0.005699999999997374,0.00709999999948252,0.005400000000044258,0.19740000000023628,198.53439999999978,0.3318999999999406,0.0019999999993913775,0.18319999999949488,0.00879999999980896,0.005699999999997374,0.16070000000034668,0.13780000000007675,0.0018999999999991246,14,VIDEO_ANALYSIS,64
0.3153999999998547,201.3511000000001,0.17080000000024853,201.83730000000017,0.0039000000002786805,0.005899999999670058,0.00770000000027693,0.00489999999953028,0.20929999999985682,200.7846000000004,0.33270000000040767,0.002099999999671809,0.17080000000024853,0.008099999999622298,0.005699999999997374,0.16719999999992297,0.1326999999999856,0.0017000000003264404,15,VIDEO_ANALYSIS,64
0.3247999999995699,201.80669999999967,0.17380000000066786,202.30529999999987,0.0033999999997647024,0.006700000000137152,0.006100000000230921,0.005199999999483396,0.20340000000018676,201.24739999999974,0.3317000000002679,0.0027999999998584713,0.17380000000066786,0.00819999999990273,0.006199999999623174,0.16090000000001936,0.1476000000000255,0.0018999999999991246,16,VIDEO_ANALYSIS,64
0.3033999999999537,203.5608,0.1693999999998752,204.03359999999984,0.0033999999997647024,0.005499999999436511,0.006400000000184036,0.0045999999995771645,0.1803999999996364,203.03240000000056,0.3260000000002705,0.0021000000005599873,0.1693999999998752,0.009499999999995623,0.006199999999623174,0.1537000000002564,0.1324000000000325,0.001600000000046009,17,VIDEO_ANALYSIS,64
0.3155000000001351,203.0298000000004,0.1786000000008059,203.52390000000133,0.003699999999717818,0.007199999999762952,0.007100000000370699,0.008100000000510477,0.1896000000005671,202.4665999999993,0.3454000000004953,0.002099999999671809,0.1786000000008059,0.00869999999952853,0.006200000000511352,0.16000000000016001,0.1386999999999361,0.0018999999999991246,18,VIDEO_ANALYSIS,64
